"gene_id"	"chromosome"	"geneStart"
"ENSG00000177885.9"	"chr17"	73314157
"ENSG00000177888.7"	"chr1"	197122810
"ENSG00000177889.5"	"chr12"	93799449
"ENSG00000177917.6"	"chr2"	153574407
"ENSG00000177932.6"	"chr5"	178487416
"ENSG00000177938.3"	"chr12"	18891045
"ENSG00000177943.9"	"chr9"	139745395
"ENSG00000177954.7"	"chr1"	153963235
"ENSG00000177971.7"	"chr15"	75931426
"ENSG00000177981.6"	"chr12"	48541571
"ENSG00000177984.6"	"chr9"	139654086
"ENSG00000177989.9"	"chr22"	50968139
"ENSG00000177990.7"	"chr12"	63952693
"ENSG00000177992.9"	"chr9"	90497741
"ENSG00000177994.11"	"chr2"	54557171
"ENSG00000178015.4"	"chr5"	94955782
"ENSG00000178021.9"	"chr2"	54480315
"ENSG00000178026.8"	"chr22"	24981588
"ENSG00000178028.9"	"chr1"	44679127
"ENSG00000178031.11"	"chr9"	18473892
"ENSG00000178033.5"	"chr6"	116832809
"ENSG00000178035.7"	"chr3"	49061758
"ENSG00000178038.12"	"chr3"	46710487
"ENSG00000178053.13"	"chr3"	158288952
"ENSG00000178055.8"	"chr3"	46871032
"ENSG00000178057.10"	"chr3"	49057892
"ENSG00000178074.5"	"chr2"	200775979
"ENSG00000178075.15"	"chr3"	113547029
"ENSG00000178078.7"	"chr19"	4324040
"ENSG00000178084.1"	"chr3"	183770835
"ENSG00000178093.12"	"chr19"	19623227
"ENSG00000178096.8"	"chr1"	149859440
"ENSG00000178104.15"	"chr1"	144836157
"ENSG00000178105.5"	"chr11"	108535752
"ENSG00000178115.10"	"chr15"	30844183
"ENSG00000178125.10"	"chr8"	67876334
"ENSG00000178127.8"	"chr18"	9102628
"ENSG00000178149.12"	"chr3"	49052921
"ENSG00000178150.4"	"chr19"	48675575
"ENSG00000178163.3"	"chr4"	10441498
"ENSG00000178171.6"	"chr2"	131513008
"ENSG00000178172.2"	"chr5"	147582357
"ENSG00000178175.7"	"chr5"	71738479
"ENSG00000178177.10"	"chr4"	17842822
"ENSG00000178184.11"	"chr18"	77915115
"ENSG00000178187.3"	"chr5"	178368192
"ENSG00000178188.10"	"chr16"	28857921
"ENSG00000178199.9"	"chr6"	149768794
"ENSG00000178201.3"	"chr19"	57966542
"ENSG00000178202.8"	"chr11"	108342832
"ENSG00000178206.3"	"chr2"	132044330
"ENSG00000178209.10"	"chr8"	144989321
"ENSG00000178217.9"	"chr10"	82297658
"ENSG00000178222.8"	"chr4"	1050038
"ENSG00000178226.6"	"chr16"	31150246
"ENSG00000178229.7"	"chr19"	57831877
"ENSG00000178233.13"	"chr6"	44238203
"ENSG00000178234.8"	"chr7"	151722759
"ENSG00000178235.6"	"chr13"	84451344
"ENSG00000178243.2"	"chr9"	138235095
"ENSG00000178252.13"	"chr3"	49044495
"ENSG00000178257.2"	"chr16"	11367144
"ENSG00000178279.3"	"chr16"	11361605
"ENSG00000178287.13"	"chr8"	7705398
"ENSG00000178295.10"	"chr2"	17935125
"ENSG00000178297.8"	"chr19"	2389769
"ENSG00000178301.3"	"chr11"	77300436
"ENSG00000178307.5"	"chr17"	21100593
"ENSG00000178338.6"	"chr5"	178286954
"ENSG00000178342.4"	"chr18"	77623668
"ENSG00000178343.4"	"chr4"	42399856
"ENSG00000178358.3"	"chr11"	6942205
"ENSG00000178363.3"	"chr10"	5566924
"ENSG00000178372.6"	"chr10"	5540658
"ENSG00000178381.7"	"chr7"	1191707
"ENSG00000178385.9"	"chr2"	208693027
"ENSG00000178386.8"	"chr19"	44529506
"ENSG00000178394.3"	"chr5"	63256183
"ENSG00000178395.5"	"chr1"	223566715
"ENSG00000178397.8"	"chr7"	6369040
"ENSG00000178401.10"	"chr12"	49740700
"ENSG00000178403.3"	"chr4"	113434672
"ENSG00000178404.5"	"chr17"	76866992
"ENSG00000178409.9"	"chr6"	107386386
"ENSG00000178425.9"	"chr6"	116422012
"ENSG00000178445.8"	"chr9"	6532464
"ENSG00000178449.4"	"chr12"	50505762
"ENSG00000178460.13"	"chr8"	67782984
"ENSG00000178462.7"	"chr10"	5435061
"ENSG00000178467.13"	"chr3"	49027319
"ENSG00000178473.5"	"chr10"	5406972
"ENSG00000178498.11"	"chr12"	57998405
"ENSG00000178502.5"	"chr17"	40009797
"ENSG00000178522.10"	"chr4"	71457973
"ENSG00000178531.4"	"chr19"	7989372
"ENSG00000178537.5"	"chr3"	48894369
"ENSG00000178538.5"	"chr8"	61099906
"ENSG00000178562.13"	"chr2"	204571198
"ENSG00000178567.5"	"chr3"	37027357
"ENSG00000178568.9"	"chr2"	212240446
"ENSG00000178573.6"	"chr16"	79619740
"ENSG00000178585.10"	"chr1"	9908334
"ENSG00000178586.4"	"chr2"	240984494
"ENSG00000178597.4"	"chr4"	7432022
"ENSG00000178602.3"	"chr2"	241078446
"ENSG00000178607.11"	"chr17"	62116502
"ENSG00000178623.7"	"chr2"	241544848
"ENSG00000178636.4"	"chr4"	120113928
"ENSG00000178645.8"	"chr10"	50887697
"ENSG00000178662.11"	"chr2"	166326157
"ENSG00000178665.10"	"chr7"	55955169
"ENSG00000178685.9"	"chr8"	145051321
"ENSG00000178690.2"	"chr18"	52254988
"ENSG00000178691.6"	"chr17"	30264037
"ENSG00000178694.5"	"chr3"	93781760
"ENSG00000178695.4"	"chr13"	77454312
"ENSG00000178700.3"	"chr3"	93766680
"ENSG00000178718.5"	"chr15"	75246757
"ENSG00000178719.12"	"chr8"	145064226
"ENSG00000178722.8"	"chr5"	60933535
"ENSG00000178726.6"	"chr20"	23026270
"ENSG00000178732.4"	"chr3"	194115550
"ENSG00000178734.4"	"chr13"	76445187
"ENSG00000178741.7"	"chr15"	75212132
"ENSG00000178750.2"	"chr3"	93733213
"ENSG00000178752.11"	"chr2"	239067623
"ENSG00000178761.10"	"chr15"	75192328
"ENSG00000178764.6"	"chr8"	123793633
"ENSG00000178772.6"	"chr3"	194060494
"ENSG00000178773.10"	"chr16"	89642176
"ENSG00000178776.4"	"chr5"	147260289
"ENSG00000178789.4"	"chr17"	72517313
"ENSG00000178795.5"	"chr11"	76927603
"ENSG00000178796.8"	"chr1"	151682909
"ENSG00000178802.13"	"chr15"	75182346
"ENSG00000178804.3"	"chr3"	129262057
"ENSG00000178809.7"	"chr7"	75024337
"ENSG00000178814.11"	"chr8"	145106167
"ENSG00000178821.8"	"chr1"	1849029
"ENSG00000178826.6"	"chr7"	142977050
"ENSG00000178828.5"	"chr1"	20140523
"ENSG00000178852.11"	"chr17"	45400656
"ENSG00000178860.8"	"chr8"	72753784
"ENSG00000178878.8"	"chr12"	12878851
"ENSG00000178882.9"	"chr12"	124457788
"ENSG00000178896.6"	"chr8"	145133529
"ENSG00000178904.14"	"chr19"	32896449
"ENSG00000178913.5"	"chr5"	140698057
"ENSG00000178917.10"	"chr3"	44540462
"ENSG00000178919.7"	"chr9"	100615536
"ENSG00000178921.9"	"chr17"	8150936
"ENSG00000178922.12"	"chr1"	43916824
"ENSG00000178927.12"	"chr17"	80400465
"ENSG00000178928.4"	"chr19"	48304500
"ENSG00000178934.4"	"chr19"	39279851
"ENSG00000178935.5"	"chr19"	58315209
"ENSG00000178951.4"	"chr19"	4044362
"ENSG00000178952.4"	"chr16"	28853732
"ENSG00000178965.9"	"chr1"	75033795
"ENSG00000178966.11"	"chr9"	86595626
"ENSG00000178971.9"	"chr17"	8130191
"ENSG00000178974.5"	"chr14"	55738021
"ENSG00000178980.10"	"chr19"	48281829
"ENSG00000178982.5"	"chr19"	39109735
"ENSG00000178988.10"	"chr4"	6709428
"ENSG00000178996.8"	"chr5"	53813589
"ENSG00000178997.7"	"chr15"	41474923
"ENSG00000178999.8"	"chr17"	8108056
"ENSG00000179002.5"	"chr1"	19166093
"ENSG00000179008.4"	"chr14"	60863187
"ENSG00000179010.10"	"chr4"	6641818
"ENSG00000179021.5"	"chr3"	88198893
"ENSG00000179023.7"	"chr1"	18807424
"ENSG00000179028.4"	"chrX"	51942963
"ENSG00000179029.10"	"chr17"	8076555
"ENSG00000179038.7"	"chr11"	66963391
"ENSG00000179041.2"	"chr8"	67341263
"ENSG00000179044.11"	"chr16"	67218269
"ENSG00000179046.4"	"chr4"	189012427
"ENSG00000179051.9"	"chr1"	17733256
"ENSG00000179055.5"	"chr9"	107456660
"ENSG00000179057.9"	"chr11"	18725852
"ENSG00000179058.5"	"chr9"	132374504
"ENSG00000179059.5"	"chr4"	188916925
"ENSG00000179066.6"	"chr19"	35596873
"ENSG00000179071.3"	"chr11"	85394893
"ENSG00000179083.5"	"chrX"	92929012
"ENSG00000179085.7"	"chr1"	155112367
"ENSG00000179088.10"	"chr12"	103631369
"ENSG00000179091.4"	"chr8"	145149930
"ENSG00000179094.9"	"chr17"	8043790
"ENSG00000179097.4"	"chr3"	88039846
"ENSG00000179104.4"	"chr12"	83080659
"ENSG00000179111.4"	"chr17"	8023908
"ENSG00000179115.6"	"chr19"	13033293
"ENSG00000179119.10"	"chr11"	18627948
"ENSG00000179133.7"	"chr10"	23556124
"ENSG00000179134.10"	"chr19"	39833036
"ENSG00000179142.2"	"chr8"	143991975
"ENSG00000179144.4"	"chr7"	150211918
"ENSG00000179148.5"	"chr17"	7999218
"ENSG00000179151.7"	"chr15"	74922899
"ENSG00000179152.14"	"chr3"	44379611
"ENSG00000179163.11"	"chr1"	24171567
"ENSG00000179165.9"	"chr6"	36358328
"ENSG00000179168.10"	"chr19"	38874905
"ENSG00000179172.7"	"chr1"	12907261
"ENSG00000179178.6"	"chr1"	43735665
"ENSG00000179195.11"	"chr12"	124456392
"ENSG00000179213.9"	"chr19"	51749603
"ENSG00000179218.9"	"chr19"	13049392
"ENSG00000179222.13"	"chrX"	51546103
"ENSG00000179240.4"	"chr11"	76092357
"ENSG00000179241.8"	"chr11"	35965531
"ENSG00000179242.11"	"chr20"	59827482
"ENSG00000179253.3"	"chr20"	60292562
"ENSG00000179256.2"	"chr12"	14957584
"ENSG00000179262.5"	"chr19"	13056669
"ENSG00000179270.6"	"chr2"	29283842
"ENSG00000179271.1"	"chr19"	13064972
"ENSG00000179284.4"	"chr19"	13075973
"ENSG00000179292.4"	"chr11"	66059341
"ENSG00000179294.5"	"chr17"	36827961
"ENSG00000179295.11"	"chr12"	112856155
"ENSG00000179299.12"	"chr4"	40751914
"ENSG00000179300.3"	"chrX"	77911566
"ENSG00000179304.12"	"chrX"	52920336
"ENSG00000179314.9"	"chr17"	5675554
"ENSG00000179331.2"	"chr11"	107799229
"ENSG00000179335.14"	"chr15"	74890841
"ENSG00000179344.12"	"chr6"	32627244
"ENSG00000179348.7"	"chr3"	128198270
"ENSG00000179361.13"	"chr15"	74833518
"ENSG00000179363.6"	"chrX"	102965837
"ENSG00000179364.9"	"chr14"	105766900
"ENSG00000179387.5"	"chr4"	141445312
"ENSG00000179388.8"	"chr8"	22545172
"ENSG00000179397.13"	"chr1"	244617679
"ENSG00000179399.9"	"chr13"	92050929
"ENSG00000179403.10"	"chr1"	1370241
"ENSG00000179407.3"	"chr3"	128181282
"ENSG00000179431.5"	"chr11"	35639735
"ENSG00000179454.9"	"chr14"	45393522
"ENSG00000179455.6"	"chr15"	23810454
"ENSG00000179456.9"	"chr1"	244214585
"ENSG00000179468.5"	"chr7"	142723245
"ENSG00000179476.3"	"chr14"	45366498
"ENSG00000179477.5"	"chr17"	7975954
"ENSG00000179520.6"	"chr12"	100750857
"ENSG00000179526.12"	"chr8"	145153536
"ENSG00000179528.11"	"chr2"	74724644
"ENSG00000179532.8"	"chr11"	6518490
"ENSG00000179542.11"	"chrX"	142710596
"ENSG00000179546.3"	"chr1"	23516993
"ENSG00000179562.2"	"chr7"	127220672
"ENSG00000179564.3"	"chr3"	50316458
"ENSG00000179580.5"	"chr16"	2016824
"ENSG00000179583.13"	"chr16"	10971055
"ENSG00000179588.4"	"chr16"	88519725
"ENSG00000179593.11"	"chr17"	7942335
"ENSG00000179598.5"	"chr17"	17104309
"ENSG00000179603.13"	"chr7"	126078652
"ENSG00000179604.8"	"chr17"	71279763
"ENSG00000179615.1"	"chr12"	55968199
"ENSG00000179626.3"	"chr12"	55944983
"ENSG00000179627.9"	"chr14"	105266933
"ENSG00000179630.6"	"chr13"	44453420
"ENSG00000179632.5"	"chr8"	145159402
"ENSG00000179636.10"	"chr14"	21492268
"ENSG00000179639.6"	"chr1"	159259504
"ENSG00000179673.3"	"chr17"	45055523
"ENSG00000179674.2"	"chr3"	160394948
"ENSG00000179695.1"	"chr12"	55845998
"ENSG00000179698.9"	"chr8"	145162629
"ENSG00000179709.4"	"chr19"	56459198
"ENSG00000179715.8"	"chr12"	47473386
"ENSG00000179750.11"	"chr22"	39378352
"ENSG00000179751.6"	"chr19"	39693471
"ENSG00000179755.2"	"chr16"	34256507
"ENSG00000179761.7"	"chr17"	27277531
"ENSG00000179772.6"	"chr20"	30432103
"ENSG00000179774.7"	"chr10"	69990386
"ENSG00000179776.13"	"chr16"	66400533
"ENSG00000179796.7"	"chr3"	26664297
"ENSG00000179813.2"	"chr13"	43355686
"ENSG00000179817.3"	"chr11"	18194384
"ENSG00000179820.11"	"chr19"	54369477
"ENSG00000179826.5"	"chr11"	18142502
"ENSG00000179832.13"	"chr8"	145202919
"ENSG00000179833.4"	"chr2"	64858755
"ENSG00000179837.6"	"chr3"	51428731
"ENSG00000179840.5"	"chr1"	9712668
"ENSG00000179841.8"	"chr14"	64932217
"ENSG00000179846.7"	"chr19"	45653008
"ENSG00000179855.5"	"chr19"	3585551
"ENSG00000179862.5"	"chr1"	41326729
"ENSG00000179869.10"	"chr7"	48211055
"ENSG00000179873.10"	"chr19"	56296770
"ENSG00000179886.4"	"chr8"	144680074
"ENSG00000179889.14"	"chr16"	15068448
"ENSG00000179902.8"	"chr1"	109648573
"ENSG00000179909.11"	"chr19"	58208735
"ENSG00000179912.15"	"chr12"	57643392
"ENSG00000179913.6"	"chr19"	17905637
"ENSG00000179914.4"	"chr1"	160846329
"ENSG00000179915.16"	"chr2"	50145643
"ENSG00000179918.15"	"chr16"	30454952
"ENSG00000179919.3"	"chr12"	55614809
"ENSG00000179921.10"	"chr2"	219124219
"ENSG00000179922.5"	"chr19"	56132108
"ENSG00000179930.5"	"chr1"	182023705
"ENSG00000179933.4"	"chr14"	23563974
"ENSG00000179934.5"	"chr3"	39371197
"ENSG00000179938.11"	"chr15"	30375158
"ENSG00000179941.6"	"chr12"	76738254
"ENSG00000179943.6"	"chr19"	56102746
"ENSG00000179950.9"	"chr8"	144898514
"ENSG00000179954.10"	"chr19"	55999771
"ENSG00000179958.4"	"chr16"	30434940
"ENSG00000179965.7"	"chr16"	30418618
"ENSG00000179979.7"	"chr4"	1385340
"ENSG00000179981.9"	"chr18"	72922710
"ENSG00000179988.9"	"chr10"	124713897
"ENSG00000180008.8"	"chr14"	55493948
"ENSG00000180011.6"	"chr18"	72907063
"ENSG00000180016.2"	"chr17"	3300398
"ENSG00000180035.6"	"chr16"	30389427
"ENSG00000180043.7"	"chr19"	55866276
"ENSG00000180044.3"	"chr3"	159943423
"ENSG00000180053.6"	"chr8"	23559964
"ENSG00000180061.5"	"chr19"	55824169
"ENSG00000180066.5"	"chr10"	134257831
"ENSG00000180071.14"	"chr9"	38540566
"ENSG00000180083.6"	"chr20"	44277202
"ENSG00000180089.4"	"chr19"	55738007
"ENSG00000180090.3"	"chr17"	3194929
"ENSG00000180096.7"	"chr16"	30389454
"ENSG00000180098.5"	"chr1"	28879597
"ENSG00000180113.11"	"chr6"	46655612
"ENSG00000180116.11"	"chr12"	40019969
"ENSG00000180138.6"	"chr13"	37677398
"ENSG00000180155.14"	"chr8"	143845752
"ENSG00000180176.10"	"chr11"	2185159
"ENSG00000180182.6"	"chrX"	40507558
"ENSG00000180185.7"	"chr16"	1876968
"ENSG00000180198.11"	"chr1"	28832455
"ENSG00000180205.3"	"chr20"	44236578
"ENSG00000180209.7"	"chr16"	30382255
"ENSG00000180210.10"	"chr11"	46740730
"ENSG00000180219.1"	"chr12"	100041531
"ENSG00000180228.8"	"chr2"	179296141
"ENSG00000180233.9"	"chr7"	30323923
"ENSG00000180245.4"	"chr4"	110749150
"ENSG00000180251.4"	"chr2"	103089762
"ENSG00000180257.8"	"chr19"	53430388
"ENSG00000180259.5"	"chr20"	4711928
"ENSG00000180263.9"	"chr12"	95470525
"ENSG00000180264.6"	"chr9"	127213423
"ENSG00000180269.7"	"chr16"	20042807
"ENSG00000180287.12"	"chr1"	242246288
"ENSG00000180304.10"	"chr15"	64979772
"ENSG00000180305.4"	"chr20"	44258165
"ENSG00000180316.7"	"chr6"	36210980
"ENSG00000180318.3"	"chr12"	85673885
"ENSG00000180329.9"	"chr17"	42750437
"ENSG00000180332.5"	"chr13"	45766988
"ENSG00000180336.13"	"chr17"	42733762
"ENSG00000180340.5"	"chr17"	42634925
"ENSG00000180346.2"	"chr4"	90033968
"ENSG00000180347.9"	"chr7"	31553704
"ENSG00000180353.6"	"chr3"	121350246
"ENSG00000180354.11"	"chr7"	30174426
"ENSG00000180357.5"	"chr15"	64752941
"ENSG00000180370.6"	"chr3"	196466728
"ENSG00000180376.12"	"chr3"	56591189
"ENSG00000180383.3"	"chr20"	30053309
"ENSG00000180386.7"	"chr17"	39431911
"ENSG00000180389.6"	"chr13"	28519343
"ENSG00000180398.7"	"chr2"	47129009
"ENSG00000180423.4"	"chr11"	46624411
"ENSG00000180424.6"	"chr20"	30028322
"ENSG00000180425.7"	"chr11"	114262165
"ENSG00000180432.4"	"chr3"	42897497
"ENSG00000180433.4"	"chr1"	158724510
"ENSG00000180438.10"	"chr3"	13978756
"ENSG00000180440.3"	"chr13"	37248049
"ENSG00000180447.5"	"chr9"	89559279
"ENSG00000180448.6"	"chr19"	1065922
"ENSG00000180475.4"	"chr11"	57995354
"ENSG00000180479.9"	"chr19"	38045684
"ENSG00000180481.6"	"chr12"	75784850
"ENSG00000180488.10"	"chr1"	78245309
"ENSG00000180509.7"	"chr21"	35818988
"ENSG00000180530.5"	"chr21"	16333556
"ENSG00000180532.6"	"chr19"	58180303
"ENSG00000180535.3"	"chr7"	97840739
"ENSG00000180537.8"	"chr6"	13924677
"ENSG00000180539.4"	"chr9"	139921916
"ENSG00000180543.3"	"chr8"	98285717
"ENSG00000180549.7"	"chr9"	139924626
"ENSG00000180573.8"	"chr6"	26124373
"ENSG00000180574.3"	"chr12"	10658201
"ENSG00000180592.12"	"chr10"	21802407
"ENSG00000180596.7"	"chr6"	26115101
"ENSG00000180611.6"	"chr3"	192514604
"ENSG00000180613.6"	"chr4"	54965690
"ENSG00000180616.4"	"chr17"	71161151
"ENSG00000180626.9"	"chr17"	5082831
"ENSG00000180628.10"	"chr10"	92979908
"ENSG00000180638.13"	"chr17"	19581601
"ENSG00000180644.6"	"chr10"	72357104
"ENSG00000180658.2"	"chr6"	132021520
"ENSG00000180660.6"	"chr13"	36047926
"ENSG00000180667.6"	"chr1"	207217194
"ENSG00000180694.9"	"chr8"	91634223
"ENSG00000180697.4"	"chr3"	126245842
"ENSG00000180708.4"	"chr1"	158389718
"ENSG00000180720.6"	"chr11"	46406640
"ENSG00000180730.4"	"chr13"	26618735
"ENSG00000180739.12"	"chr19"	10623623
"ENSG00000180745.4"	"chr10"	129676105
"ENSG00000180758.10"	"chr1"	9160364
"ENSG00000180767.5"	"chr3"	126243126
"ENSG00000180772.6"	"chrX"	115301975
"ENSG00000180773.10"	"chr11"	92877341
"ENSG00000180776.11"	"chr13"	21950263
"ENSG00000180777.9"	"chr18"	14728271
"ENSG00000180785.8"	"chr11"	4664650
"ENSG00000180787.5"	"chr17"	4981543
"ENSG00000180801.11"	"chr4"	114821440
"ENSG00000180806.4"	"chr12"	54388679
"ENSG00000180815.10"	"chrX"	19378174
"ENSG00000180817.7"	"chr10"	71962586
"ENSG00000180818.4"	"chr12"	54378849
"ENSG00000180822.7"	"chr6"	3231637
"ENSG00000180828.1"	"chr8"	65492814
"ENSG00000180834.3"	"chr3"	183533664
"ENSG00000180855.11"	"chr19"	12540521
"ENSG00000180861.5"	"chr12"	13524023
"ENSG00000180869.3"	"chr1"	85093913
"ENSG00000180871.3"	"chr2"	218990012
"ENSG00000180872.4"	"chr6"	50011288
"ENSG00000180875.4"	"chr1"	240652873
"ENSG00000180878.2"	"chr11"	6226796
"ENSG00000180879.9"	"chrX"	153058971
"ENSG00000180881.15"	"chr12"	75669759
"ENSG00000180884.9"	"chr19"	35447258
"ENSG00000180891.8"	"chr17"	55938604
"ENSG00000180900.12"	"chr8"	144873090
"ENSG00000180901.6"	"chr17"	73028670
"ENSG00000180902.12"	"chr2"	242673994
"ENSG00000180909.1"	"chr11"	6173006
"ENSG00000180913.2"	"chr11"	6149840
"ENSG00000180914.6"	"chr3"	8792094
"ENSG00000180917.12"	"chr16"	71315292
"ENSG00000180919.3"	"chr11"	6128914
"ENSG00000180921.6"	"chr8"	144806103
"ENSG00000180929.4"	"chr3"	51989330
"ENSG00000180934.5"	"chr11"	6047901
"ENSG00000180938.5"	"chr8"	125985540
"ENSG00000180953.7"	"chr15"	80191182
"ENSG00000180957.13"	"chr22"	28247657
"ENSG00000180964.12"	"chrX"	102507923
"ENSG00000180974.2"	"chr11"	5905501
"ENSG00000180979.5"	"chr15"	42834720
"ENSG00000180988.2"	"chr11"	5841544
"ENSG00000180992.5"	"chr6"	44081194
"ENSG00000180998.7"	"chr14"	53019866
"ENSG00000180999.6"	"chr1"	172389828
"ENSG00000181001.1"	"chr11"	5809084
"ENSG00000181004.5"	"chr4"	123653857
"ENSG00000181007.7"	"chr19"	36874022
"ENSG00000181009.4"	"chr11"	5798864
"ENSG00000181013.3"	"chr17"	56618948
"ENSG00000181016.5"	"chr7"	112120908
"ENSG00000181019.8"	"chr16"	69740899
"ENSG00000181023.5"	"chr11"	5757681
"ENSG00000181026.13"	"chr15"	89164527
"ENSG00000181027.6"	"chr19"	47249303
"ENSG00000181029.7"	"chr19"	7745729
"ENSG00000181035.9"	"chr19"	19174808
"ENSG00000181036.9"	"chr1"	159770301
"ENSG00000181038.9"	"chr17"	74722912
"ENSG00000181039.7"	"chr1"	145470508
"ENSG00000181045.10"	"chr17"	78193498
"ENSG00000181061.9"	"chr3"	42798669
"ENSG00000181072.7"	"chr7"	136553416
"ENSG00000181074.3"	"chr11"	5775923
"ENSG00000181085.10"	"chr8"	144798429
"ENSG00000181090.13"	"chr9"	140513444
"ENSG00000181092.5"	"chr3"	186560463
"ENSG00000181104.6"	"chr5"	76011868
"ENSG00000181135.11"	"chr8"	144766622
"ENSG00000181143.11"	"chr19"	8959520
"ENSG00000181163.9"	"chr5"	170814120
"ENSG00000181191.11"	"chrX"	68380694
"ENSG00000181192.7"	"chr10"	12110971
"ENSG00000181195.6"	"chr8"	57349233
"ENSG00000181215.8"	"chr4"	5958845
"ENSG00000181218.4"	"chr1"	228645065
"ENSG00000181220.11"	"chr7"	149169885
"ENSG00000181222.10"	"chr17"	7387685
"ENSG00000181234.8"	"chr12"	128751948
"ENSG00000181240.9"	"chr19"	6426048
"ENSG00000181264.4"	"chr11"	120195838
"ENSG00000181273.2"	"chr11"	56756347
"ENSG00000181274.5"	"chr10"	99092255
"ENSG00000181284.2"	"chr17"	7338762
"ENSG00000181291.5"	"chr17"	32907768
"ENSG00000181315.6"	"chr6"	26636518
"ENSG00000181322.9"	"chr3"	137980279
"ENSG00000181323.7"	"chr17"	7323679
"ENSG00000181333.11"	"chr11"	93754527
"ENSG00000181350.7"	"chr17"	16344891
"ENSG00000181355.16"	"chr6"	9596343
"ENSG00000181371.2"	"chr11"	56257825
"ENSG00000181374.3"	"chr17"	32683471
"ENSG00000181378.9"	"chr2"	219867568
"ENSG00000181381.9"	"chr4"	169277886
"ENSG00000181392.10"	"chr19"	36494209
"ENSG00000181396.8"	"chr17"	80347099
"ENSG00000181408.2"	"chr17"	80332153
"ENSG00000181409.7"	"chr17"	79091095
"ENSG00000181418.7"	"chr12"	49388932
"ENSG00000181433.5"	"chrX"	134971374
"ENSG00000181444.8"	"chr7"	149461271
"ENSG00000181449.2"	"chr3"	181429714
"ENSG00000181450.13"	"chr1"	227751244
"ENSG00000181458.6"	"chr3"	100211463
"ENSG00000181464.2"	"chr17"	15468797
"ENSG00000181467.2"	"chr3"	152880029
"ENSG00000181472.4"	"chr6"	151685252
"ENSG00000181481.9"	"chr17"	29295803
"ENSG00000181495.1"	"chr5"	32788945
"ENSG00000181499.2"	"chr11"	123813492
"ENSG00000181513.10"	"chr17"	43209967
"ENSG00000181518.2"	"chr11"	123777109
"ENSG00000181523.8"	"chr17"	78180515
"ENSG00000181541.4"	"chr4"	151503077
"ENSG00000181544.9"	"chrX"	14861529
"ENSG00000181552.3"	"chr14"	21236586
"ENSG00000181555.15"	"chr3"	47057919
"ENSG00000181562.2"	"chr14"	21214051
"ENSG00000181577.11"	"chr6"	43968317
"ENSG00000181585.3"	"chr3"	46742823
"ENSG00000181588.15"	"chr19"	1554668
"ENSG00000181609.5"	"chr11"	5509915
"ENSG00000181610.8"	"chr17"	55916842
"ENSG00000181616.7"	"chr11"	5565719
"ENSG00000181617.5"	"chr4"	71091788
"ENSG00000181619.11"	"chr14"	59895740
"ENSG00000181625.13"	"chr16"	29465822
"ENSG00000181626.10"	"chr18"	12093852
"ENSG00000181631.6"	"chr3"	151044100
"ENSG00000181634.7"	"chr9"	117546915
"ENSG00000181638.13"	"chr8"	144328991
"ENSG00000181649.5"	"chr11"	2949503
"ENSG00000181652.14"	"chr7"	150709297
"ENSG00000181656.6"	"chr1"	101003693
"ENSG00000181666.13"	"chr19"	37803739
"ENSG00000181689.1"	"chr11"	56085783
"ENSG00000181690.3"	"chr8"	57073463
"ENSG00000181693.6"	"chr11"	56057529
"ENSG00000181698.2"	"chr11"	56043029
"ENSG00000181704.7"	"chrX"	67718165
"ENSG00000181718.4"	"chr11"	55999490
"ENSG00000181722.11"	"chr3"	114056941
"ENSG00000181733.2"	"chr19"	8841316
"ENSG00000181744.4"	"chr3"	143690640
"ENSG00000181751.5"	"chr5"	102594403
"ENSG00000181752.3"	"chr11"	55926870
"ENSG00000181754.6"	"chr1"	110046797
"ENSG00000181761.5"	"chr11"	55889849
"ENSG00000181767.1"	"chr11"	55872519
"ENSG00000181773.6"	"chr1"	27719148
"ENSG00000181778.4"	"chr9"	71151496
"ENSG00000181785.1"	"chr11"	55797895
"ENSG00000181786.3"	"chr19"	8807751
"ENSG00000181788.3"	"chr3"	150458914
"ENSG00000181789.10"	"chr3"	128968449
"ENSG00000181790.6"	"chr8"	143530791
"ENSG00000181803.3"	"chr14"	21108855
"ENSG00000181804.10"	"chr3"	142984064
"ENSG00000181817.5"	"chr1"	36856839
"ENSG00000181826.5"	"chr4"	37592422
"ENSG00000181827.10"	"chr15"	56379478
"ENSG00000181830.7"	"chr11"	45825623
"ENSG00000181847.7"	"chr3"	113995760
"ENSG00000181852.13"	"chr12"	56598285
"ENSG00000181856.10"	"chr17"	7184986
"ENSG00000181867.1"	"chr5"	121187650
"ENSG00000181873.8"	"chr1"	228353516
"ENSG00000181885.14"	"chr17"	7163222
"ENSG00000181894.10"	"chr19"	58637619
"ENSG00000181896.7"	"chr19"	19779605
"ENSG00000181903.3"	"chr11"	55432614
"ENSG00000181904.8"	"chr5"	134181370
"ENSG00000181908.4"	"chr11"	64216546
"ENSG00000181915.3"	"chr10"	64564516
"ENSG00000181924.6"	"chr11"	73583712
"ENSG00000181927.2"	"chr11"	55405834
"ENSG00000181929.7"	"chr12"	49396057
"ENSG00000181935.3"	"chr11"	55339604
"ENSG00000181938.9"	"chr16"	58328984
"ENSG00000181939.2"	"chr11"	55321783
"ENSG00000181958.3"	"chr11"	55135360
"ENSG00000181961.2"	"chr11"	55110627
